Query link,,,,,,,,,,,,,
company_id,company_name,coderepo_qid,coderepo_name,coderepo_stack_name,coderepo_role_type,question_library_source,question_author_company_name,coderepo_task_qid,coderepo_task_name,coderepo_task_type_adj,usage_type,attempt_id,product_rating
103487,ServiceNow,1719359,E-commerce Code Repo (MERN),MERN,fullstack,library,HackerRank,1840923,Bugfix: Password Reset & Locking,bugfix,interview,7712301,
103487,ServiceNow,1719359,E-commerce Code Repo (MERN),MERN,fullstack,library,HackerRank,1715814,Feature: Product Rating Component Frontend,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1861484,Bugfix: Accessibility Options,bugfix,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1829599,Feature: Host Apartment Validation,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1841762,Bugfix: Apartment Sort,bugfix,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2302917,Bugfix: Apartment Sort,bugfix,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715783,Bugfix: Concurrent Bookings Backend,bugfix,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229190,Feature: Apartment Filters,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1861474,Feature: Popularity Score,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1874731,Bugfix: Wallet Transfer,bugfix,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715795,Feature: Discount Coupons Frontend,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715782,Feature: Currency Converter,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1803619,Code Review: Apartment Ratings,code_review,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1874903,Code Review: EMI Bookings,code_review,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229102,Feature: OTP Payment Verification,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1853310,Bugfix: User Stats,bugfix,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715802,Bugfix: Searchbar Component,bugfix,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1853217,Feature: User Profile Management,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229104,Feature: Draft Bookings,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1841711,Code Review: Debounce Search Results,code_review,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1777237,Code Review: Add to Wishlist,code_review,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229085,Feature: Dynamic Pricing Engine,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2227471,Feature: Image Carousel,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229086,Feature: Similar Apartments Recommendations,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1841641,Code Review: Toggle View Hook,code_review,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1875757,Code Review: Location Ranking Algorithm,code_review,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2367407,Bugfix: Searchbar Component,bugfix,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1792522,System Design: Enhanced Booking System,whiteboard,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1569985,System Design: Handle Rush in Property Bookings,whiteboard,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229084,Feature: Smart Pricing Recommendations,feature,interview,7712301,
103487,ServiceNow,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2367210,Bugfix: Searchbar Component,bugfix,interview,7712301,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1802984,Feature: Course Progress Backend,feature,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1776108,Code Review: Courses Watchlist,code_review,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1792525,Code Review: Filter Community Questions,code_review,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1717522,Bugfix: Mark as Completed Frontend,bugfix,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1841740,Feature: Testimonial Frontend,feature,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1726630,System Design: Upload File Courses App,whiteboard,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1903844,Feature: Note Taking Frontend,feature,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1726627,System Design: Instructor POV Courses App,whiteboard,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1872963,Code Review: Global Logging,code_review,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1726122,Feature: Quiz Frontend,feature,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1861498,Bugfix: Course Badge Award Backend,bugfix,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1717521,Bugfix: View Certificate Backend,bugfix,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1804062,Feature: Real Time Enrollment Notification,feature,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1726201,Feature: Question Reply,feature,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1875755,Code Review: Student Profile,code_review,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1841595,Code Review: Course Time Estimator,code_review,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1875496,Bugfix: Course Todo List Frontend,bugfix,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1841650,Code Review: Change Password,code_review,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1861563,Bugfix: Premium Course Access Backend,bugfix,interview,7086282,
103487,ServiceNow,1730396,Courses App Flask React Code Repo,fremp,fullstack,library,HackerRank,1829847,Bugfix: FAQ Accordion Frontend,bugfix,interview,7086282,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1782898,Feature: Transaction Validation,feature,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1924489,Bugfix: Fraud Detection,bugfix,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1938572,Code Review: Profile Management,code_review,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1861312,Code Review: Recurring Transactions,code_review,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1777961,Feature: Card Unblock,feature,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1853164,Feature: Dark Mode,feature,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1777958,Feature: Registration Validation,feature,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1924504,Bugfix: Accessibility Standards,bugfix,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1938535,Code Review: Donations,code_review,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1782737,Code Review: Redeem Reward Points,code_review,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1777967,Bugfix: Basic Balance Validation,bugfix,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1777972,Feature: Pin Validation,feature,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1777730,Bugfix: Hide CVV,bugfix,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1876098,Bugfix: Drag & Drop Beneficiaries,bugfix,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1777970,Feature: Fraud Transaction,feature,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1785189,System Design: Modular Banking Frontend,whiteboard,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1783253,System Design: Banking App,whiteboard,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1853173,Feature: Dynamic Multi Stepper Form,feature,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1776278,Code Review: Loan Management,code_review,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1777955,Bugfix: Update Balance Navbar,bugfix,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1845236,Feature: Role Based Access Control,feature,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1861327,Code Review: Virtual Cards,code_review,interview,7712301,
103487,ServiceNow,1783584,Banking App Code Repo (JAM),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,1842618,Bugfix: Card Transaction Limit,bugfix,interview,7712301,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1894242,Feature: Add Note Functionality,feature,interview,6962139,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1904317,Feature: Add password protected notes,feature,interview,6962139,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1894247,Feature: Delete Note Functionality,feature,interview,6962139,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1894247,Feature: Delete Note Functionality,feature,interview,7246327,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1894250,Feature: Edit Note Functionality,testAns,interview,7246327,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1904167,"Feature: Implement filter, search and sort",feature,interview,7246327,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1894999,Feature: Edit Note Functionality,feature,interview,7246327,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1904167,"Feature: Implement filter, search and sort",feature,interview,6962139,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1894242,Feature: Add Note Functionality,feature,interview,7246327,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1894250,Feature: Edit Note Functionality,testAns,interview,6962139,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1904317,Feature: Add password protected notes,feature,interview,7246327,
103487,ServiceNow,1894902,Note Manager Coderepo React (Typescript),React.JS (Node.JS 18.15),frontend,library,Problem Setters,1894999,Feature: Edit Note Functionality,feature,interview,6962139,
115708,Morgan Stanley,2395446,MovieDB Code Repo (Spring Boot),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,2395424,Feature: Trending Movies,feature,interview,7935605,
115708,Morgan Stanley,2395446,MovieDB Code Repo (Spring Boot),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,2395447,Bug Fix: Home Page Recommendations,bugfix,interview,7935605,
115708,Morgan Stanley,2395446,MovieDB Code Repo (Spring Boot),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,2395536,Feature: Edit Profile,feature,interview,7935605,
115708,Morgan Stanley,2395446,MovieDB Code Repo (Spring Boot),"SpringBoot, Angular and MongoDB",fullstack,library,HackerRank,2395547,Feature: Public User Profile,feature,interview,7935605,
116373,Castleton Commodities International,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229104,Feature: Draft Bookings,feature,screen,81880985,
116373,Castleton Commodities International,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229104,Feature: Draft Bookings,feature,screen,82364697,1
116373,Castleton Commodities International,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229104,Feature: Draft Bookings,feature,screen,82355685,
116373,Castleton Commodities International,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229104,Feature: Draft Bookings,feature,screen,82530494,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229102,Feature: OTP Payment Verification,feature,screen,82216650,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,screen,83400944,1
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,screen,83591534,5
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229190,Feature: Apartment Filters,feature,screen,82905662,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,screen,83455284,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2227471,Feature: Image Carousel,feature,screen,82941843,2
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229190,Feature: Apartment Filters,feature,screen,82874173,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,screen,82593807,3
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229190,Feature: Apartment Filters,feature,screen,82905217,5
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1829599,Feature: Host Apartment Validation,feature,screen,82811809,4
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229190,Feature: Apartment Filters,feature,screen,82941843,2
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,screen,83560468,2
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,screen,83400944,1
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1829599,Feature: Host Apartment Validation,feature,screen,82905217,5
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2227471,Feature: Image Carousel,feature,screen,82811809,4
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229190,Feature: Apartment Filters,feature,screen,82906926,2
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1829599,Feature: Host Apartment Validation,feature,screen,82914943,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2227471,Feature: Image Carousel,feature,screen,82905662,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,screen,82820556,1
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,screen,83455284,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715795,Feature: Discount Coupons Frontend,feature,screen,82216650,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,screen,83367947,2
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,screen,83583601,1
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,screen,83583601,1
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2227471,Feature: Image Carousel,feature,screen,82906926,2
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2227471,Feature: Image Carousel,feature,screen,82874173,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,screen,83560468,2
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2227471,Feature: Image Carousel,feature,screen,82838549,5
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,screen,82820556,1
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,screen,83431780,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,screen,82824564,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,screen,83367947,2
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,screen,82753990,5
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1829599,Feature: Host Apartment Validation,feature,screen,82838549,5
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,screen,82824564,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1829599,Feature: Host Apartment Validation,feature,screen,82906926,2
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2227471,Feature: Image Carousel,feature,screen,82914943,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229104,Feature: Draft Bookings,feature,screen,82216650,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2227471,Feature: Image Carousel,feature,screen,82905217,5
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,screen,83431780,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,screen,82593807,3
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,screen,83591534,5
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1829599,Feature: Host Apartment Validation,feature,screen,82905662,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715805,Feature: Edit Bookings Backend,feature,screen,82753990,5
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1829599,Feature: Host Apartment Validation,feature,screen,82941843,2
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1829599,Feature: Host Apartment Validation,feature,screen,82874173,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229190,Feature: Apartment Filters,feature,screen,82914943,
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229190,Feature: Apartment Filters,feature,screen,82838549,5
123229,Verisk,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229190,Feature: Apartment Filters,feature,screen,82811809,4
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1874731,Bugfix: Wallet Transfer,bugfix,interview,7667797,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,interview,7255854,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1795596,Feature: Review System Backend,feature,interview,7667797,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715782,Feature: Currency Converter,feature,interview,7255854,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1715782,Feature: Currency Converter,feature,interview,7667797,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1875757,Code Review: Location Ranking Algorithm,code_review,interview,7877750,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2367407,Bugfix: Searchbar Component,bugfix,interview,7255854,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229190,Feature: Apartment Filters,feature,interview,7667797,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229190,Feature: Apartment Filters,feature,interview,7255854,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1777237,Code Review: Add to Wishlist,code_review,interview,7877750,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1777237,Code Review: Add to Wishlist,code_review,interview,7255854,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1569985,System Design: Handle Rush in Property Bookings,whiteboard,interview,7255854,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,2229104,Feature: Draft Bookings,feature,interview,7255854,
123720,Blue Origin,1720430,Travel App Code Repo (MERN),MERN,fullstack,library,HackerRank,1853310,Bugfix: User Stats,bugfix,interview,7255854,
