company_id,company_name,interview_started_date,interview_id,scorecard_id,scorecard_title,section_position,section_title,section_field_position,section_field_title,section_field_type
7625,Xero,2025-09-02,6934767,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-02,6934767,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-02,6934767,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-02,6934767,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-02,6941992,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-02,6941992,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-02,6941992,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-02,6941992,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-02,6941992,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-02,6941992,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-02,6949983,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-02,6949983,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-02,6949983,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-02,6949983,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-02,6949983,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-02,6949983,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-03,6865864,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-03,6865864,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-03,6865864,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-03,6865864,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-03,6865864,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-03,6865864,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-03,6866435,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-03,6866435,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-03,6866435,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-03,6866435,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-03,6866435,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-03,6866435,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-03,6866444,5512,Software Engineer - System Design Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-03,6866444,5512,Software Engineer - System Design Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-03,6866444,5512,Software Engineer - System Design Marking Rubric,0,Section 1,2,System Design,rating
7625,Xero,2025-09-03,6866444,5512,Software Engineer - System Design Marking Rubric,0,Section 1,3,Data Management and Distributed Systems,rating
7625,Xero,2025-09-03,6866444,5512,Software Engineer - System Design Marking Rubric,0,Section 1,4,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-03,6949959,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-03,6949959,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-03,6949959,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-03,6949959,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-03,6949959,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-03,6949959,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-03,6949961,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-03,6949961,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-03,6949961,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-03,6949961,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-03,6949961,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-03,6949961,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-03,6953467,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-03,6953467,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-03,6953467,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-03,6953467,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-03,6953467,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-03,6953467,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-03,6953495,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-03,6953495,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-03,6953495,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-03,6953495,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-03,6953495,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-03,6953495,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-03,6953498,5512,Software Engineer - System Design Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-03,6953498,5512,Software Engineer - System Design Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-03,6953498,5512,Software Engineer - System Design Marking Rubric,0,Section 1,2,System Design,rating
7625,Xero,2025-09-03,6953498,5512,Software Engineer - System Design Marking Rubric,0,Section 1,3,Data Management and Distributed Systems,rating
7625,Xero,2025-09-03,6953498,5512,Software Engineer - System Design Marking Rubric,0,Section 1,4,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-03,6960798,7741,Senior Software Engineer,0,Impressions,0,"Overall, how would you rate this candidate?  ",rating
7625,Xero,2025-09-03,6960798,7741,Senior Software Engineer,0,Impressions,1,What are your overall thoughts about this candidate?  ,text
7625,Xero,2025-09-03,6960798,7741,Senior Software Engineer,1,Capabilities,0,Communication,rating
7625,Xero,2025-09-03,6960798,7741,Senior Software Engineer,1,Capabilities,1,Drive Results,rating
7625,Xero,2025-09-03,6960798,7741,Senior Software Engineer,1,Capabilities,2,Grow People & Teams,rating
7625,Xero,2025-09-03,6960798,7741,Senior Software Engineer,1,Capabilities,3,Technical Fluency,rating
7625,Xero,2025-09-03,6960798,7741,Senior Software Engineer,1,Capabilities,4,Software Design,rating
7625,Xero,2025-09-03,6960798,7741,Senior Software Engineer,1,Capabilities,5,Architecture Design,rating
7625,Xero,2025-09-03,6960798,7741,Senior Software Engineer,1,Capabilities,6,Run & Operate,rating
7625,Xero,2025-09-03,6960798,7741,Senior Software Engineer,1,Capabilities,7,Business Acumen,rating
7625,Xero,2025-09-03,6960806,7741,Senior Software Engineer,0,Impressions,0,"Overall, how would you rate this candidate?  ",rating
7625,Xero,2025-09-03,6960806,7741,Senior Software Engineer,0,Impressions,1,What are your overall thoughts about this candidate?  ,text
7625,Xero,2025-09-03,6960806,7741,Senior Software Engineer,1,Capabilities,0,Communication,rating
7625,Xero,2025-09-03,6960806,7741,Senior Software Engineer,1,Capabilities,1,Drive Results,rating
7625,Xero,2025-09-03,6960806,7741,Senior Software Engineer,1,Capabilities,2,Grow People & Teams,rating
7625,Xero,2025-09-03,6960806,7741,Senior Software Engineer,1,Capabilities,3,Technical Fluency,rating
7625,Xero,2025-09-03,6960806,7741,Senior Software Engineer,1,Capabilities,4,Software Design,rating
7625,Xero,2025-09-03,6960806,7741,Senior Software Engineer,1,Capabilities,5,Architecture Design,rating
7625,Xero,2025-09-03,6960806,7741,Senior Software Engineer,1,Capabilities,6,Run & Operate,rating
7625,Xero,2025-09-03,6960806,7741,Senior Software Engineer,1,Capabilities,7,Business Acumen,rating
7625,Xero,2025-09-03,6961064,7741,Senior Software Engineer,0,Impressions,0,"Overall, how would you rate this candidate?  ",rating
7625,Xero,2025-09-03,6961064,7741,Senior Software Engineer,0,Impressions,1,What are your overall thoughts about this candidate?  ,text
7625,Xero,2025-09-03,6961064,7741,Senior Software Engineer,1,Capabilities,0,Communication,rating
7625,Xero,2025-09-03,6961064,7741,Senior Software Engineer,1,Capabilities,1,Drive Results,rating
7625,Xero,2025-09-03,6961064,7741,Senior Software Engineer,1,Capabilities,2,Grow People & Teams,rating
7625,Xero,2025-09-03,6961064,7741,Senior Software Engineer,1,Capabilities,3,Technical Fluency,rating
7625,Xero,2025-09-03,6961064,7741,Senior Software Engineer,1,Capabilities,4,Software Design,rating
7625,Xero,2025-09-03,6961064,7741,Senior Software Engineer,1,Capabilities,5,Architecture Design,rating
7625,Xero,2025-09-03,6961064,7741,Senior Software Engineer,1,Capabilities,6,Run & Operate,rating
7625,Xero,2025-09-03,6961064,7741,Senior Software Engineer,1,Capabilities,7,Business Acumen,rating
7625,Xero,2025-09-04,6865869,5512,Software Engineer - System Design Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-04,6865869,5512,Software Engineer - System Design Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-04,6865869,5512,Software Engineer - System Design Marking Rubric,0,Section 1,2,System Design,rating
7625,Xero,2025-09-04,6865869,5512,Software Engineer - System Design Marking Rubric,0,Section 1,3,Data Management and Distributed Systems,rating
7625,Xero,2025-09-04,6865869,5512,Software Engineer - System Design Marking Rubric,0,Section 1,4,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-04,6885958,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-04,6885958,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-04,6885958,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-04,6885958,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-04,6885958,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-04,6885958,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-04,6934972,5512,Software Engineer - System Design Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-04,6934972,5512,Software Engineer - System Design Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-04,6934972,5512,Software Engineer - System Design Marking Rubric,0,Section 1,2,System Design,rating
7625,Xero,2025-09-04,6934972,5512,Software Engineer - System Design Marking Rubric,0,Section 1,3,Data Management and Distributed Systems,rating
7625,Xero,2025-09-04,6934972,5512,Software Engineer - System Design Marking Rubric,0,Section 1,4,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-04,6953469,5512,Software Engineer - System Design Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-04,6953469,5512,Software Engineer - System Design Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-04,6953469,5512,Software Engineer - System Design Marking Rubric,0,Section 1,2,System Design,rating
7625,Xero,2025-09-04,6953469,5512,Software Engineer - System Design Marking Rubric,0,Section 1,3,Data Management and Distributed Systems,rating
7625,Xero,2025-09-04,6953469,5512,Software Engineer - System Design Marking Rubric,0,Section 1,4,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-05,6966890,7741,Senior Software Engineer,0,Impressions,0,"Overall, how would you rate this candidate?  ",rating
7625,Xero,2025-09-05,6966890,7741,Senior Software Engineer,0,Impressions,1,What are your overall thoughts about this candidate?  ,text
7625,Xero,2025-09-05,6966890,7741,Senior Software Engineer,1,Capabilities,0,Communication,rating
7625,Xero,2025-09-05,6966890,7741,Senior Software Engineer,1,Capabilities,1,Drive Results,rating
7625,Xero,2025-09-05,6966890,7741,Senior Software Engineer,1,Capabilities,2,Grow People & Teams,rating
7625,Xero,2025-09-05,6966890,7741,Senior Software Engineer,1,Capabilities,3,Technical Fluency,rating
7625,Xero,2025-09-05,6966890,7741,Senior Software Engineer,1,Capabilities,4,Software Design,rating
7625,Xero,2025-09-05,6966890,7741,Senior Software Engineer,1,Capabilities,5,Architecture Design,rating
7625,Xero,2025-09-05,6966890,7741,Senior Software Engineer,1,Capabilities,6,Run & Operate,rating
7625,Xero,2025-09-05,6966890,7741,Senior Software Engineer,1,Capabilities,7,Business Acumen,rating
7625,Xero,2025-09-05,6966932,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-05,6966932,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-05,6966932,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-05,6966932,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-05,6966932,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-05,6966932,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-05,6967776,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,0,How to Use This Rubric,text
7625,Xero,2025-09-05,6967776,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,1,Technical Curiosity ,rating
7625,Xero,2025-09-05,6967776,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,2,Core Programming Proficiency,rating
7625,Xero,2025-09-05,6967776,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,3,Data Structures and Algorithms,rating
7625,Xero,2025-09-05,6967776,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,4,Testing and Debugging,rating
7625,Xero,2025-09-05,6967776,5511,Software Engineer - Coding Competencies Marking Rubric,0,Section 1,5,Software Engineering Principles & Non-Functional Requirements,rating
7625,Xero,2025-09-05,6973974,7741,Senior Software Engineer,0,Impressions,0,"Overall, how would you rate this candidate?  ",rating
7625,Xero,2025-09-05,6973974,7741,Senior Software Engineer,0,Impressions,1,What are your overall thoughts about this candidate?  ,text
7625,Xero,2025-09-05,6973974,7741,Senior Software Engineer,1,Capabilities,0,Communication,rating
7625,Xero,2025-09-05,6973974,7741,Senior Software Engineer,1,Capabilities,1,Drive Results,rating
7625,Xero,2025-09-05,6973974,7741,Senior Software Engineer,1,Capabilities,2,Grow People & Teams,rating
7625,Xero,2025-09-05,6973974,7741,Senior Software Engineer,1,Capabilities,3,Technical Fluency,rating
7625,Xero,2025-09-05,6973974,7741,Senior Software Engineer,1,Capabilities,4,Software Design,rating
7625,Xero,2025-09-05,6973974,7741,Senior Software Engineer,1,Capabilities,5,Architecture Design,rating
7625,Xero,2025-09-05,6973974,7741,Senior Software Engineer,1,Capabilities,6,Run & Operate,rating
7625,Xero,2025-09-05,6973974,7741,Senior Software Engineer,1,Capabilities,7,Business Acumen,rating
